,country_agg,GID_0,gender,age_bucket,date,rolling_total_responses,weight_sums,smoothed_pct_cli,smoothed_pct_ili,smoothed_pct_fever,smoothed_pct_cough,smoothed_pct_difficulty_breathing,smoothed_pct_fatigue,smoothed_pct_stuffy_runny_nose,smoothed_pct_aches_muscle_pain,smoothed_pct_sore_throat,smoothed_pct_chest_pain,smoothed_pct_nausea,smoothed_pct_anosmia_ageusia,smoothed_pct_eye_pain,smoothed_pct_headache,smoothed_pct_chills,smoothed_pct_cmnty_sick,smoothed_pct_ever_tested,smoothed_pct_tested_recently,smoothed_pct_worked_outside_home,smoothed_pct_grocery_outside_home,smoothed_pct_ate_outside_home,smoothed_pct_spent_time_with_non_hh,smoothed_pct_attended_public_event,smoothed_pct_used_public_transit,smoothed_pct_direct_contact_with_non_hh,smoothed_pct_wear_mask_all_time,smoothed_pct_wear_mask_most_time,smoothed_pct_wear_mask_half_time,smoothed_pct_wear_mask_some_time,smoothed_pct_wear_mask_none_time,smoothed_pct_no_public,smoothed_pct_feel_nervous_all_time,smoothed_pct_feel_nervous_most_time,smoothed_pct_feel_nervous_some_time,smoothed_pct_feel_nervous_little_time,smoothed_pct_feel_nervous_none_time,smoothed_pct_feel_depressed_all_time,smoothed_pct_feel_depressed_most_time,smoothed_pct_feel_depressed_some_time,smoothed_pct_feel_depressed_little_time,smoothed_pct_feel_depressed_none_time,smoothed_pct_worried_ill_covid19_very,smoothed_pct_worried_ill_covid19_somewhat,smoothed_pct_worried_ill_covid19_notTooWorried,smoothed_pct_worried_ill_covid19_notWorried,smoothed_pct_enough_toEat_very_worried,smoothed_pct_enough_toEat_somewhat_worried,smoothed_pct_enough_toEat_notToo_worried,smoothed_pct_enough_toEat_not_worried,smoothed_pct_finances_very_worried,smoothed_pct_finances_somewhat_worried,smoothed_pct_finances_notToo_worried,smoothed_pct_finances_not_worried,smoothed_pct_cli_weighted,smoothed_pct_ili_weighted,smoothed_pct_fever_weighted,smoothed_pct_cough_weighted,smoothed_pct_difficulty_breathing_weighted,smoothed_pct_fatigue_weighted,smoothed_pct_stuffy_runny_nose_weighted,smoothed_pct_aches_muscle_pain_weighted,smoothed_pct_sore_throat_weighted,smoothed_pct_chest_pain_weighted,smoothed_pct_nausea_weighted,smoothed_pct_anosmia_ageusia_weighted,smoothed_pct_eye_pain_weighted,smoothed_pct_headache_weighted,smoothed_pct_chills_weighted,smoothed_pct_cmnty_sick_weighted,smoothed_pct_ever_tested_weighted,smoothed_pct_tested_recently_weighted,smoothed_pct_worked_outside_home_weighted,smoothed_pct_grocery_outside_home_weighted,smoothed_pct_ate_outside_home_weighted,smoothed_pct_spent_time_with_non_hh_weighted,smoothed_pct_attended_public_event_weighted,smoothed_pct_used_public_transit_weighted,smoothed_pct_direct_contact_with_non_hh_weighted,smoothed_pct_wear_mask_all_time_weighted,smoothed_pct_wear_mask_most_time_weighted,smoothed_pct_wear_mask_half_time_weighted,smoothed_pct_wear_mask_some_time_weighted,smoothed_pct_wear_mask_none_time_weighted,smoothed_pct_no_public_weighted,smoothed_pct_feel_nervous_all_time_weighted,smoothed_pct_feel_nervous_most_time_weighted,smoothed_pct_feel_nervous_some_time_weighted,smoothed_pct_feel_nervous_little_time_weighted,smoothed_pct_feel_nervous_none_time_weighted,smoothed_pct_feel_depressed_all_time_weighted,smoothed_pct_feel_depressed_most_time_weighted,smoothed_pct_feel_depressed_some_time_weighted,smoothed_pct_feel_depressed_little_time_weighted,smoothed_pct_feel_depressed_none_time_weighted,smoothed_pct_worried_ill_covid19_very_weighted,smoothed_pct_worried_ill_covid19_somewhat_weighted,smoothed_pct_worried_ill_covid19_notTooWorried_weighted,smoothed_pct_worried_ill_covid19_notWorried_weighted,smoothed_pct_enough_toEat_very_worried_weighted,smoothed_pct_enough_toEat_somewhat_worried_weighted,smoothed_pct_enough_toEat_notToo_worried_weighted,smoothed_pct_enough_toEat_not_worried_weighted,smoothed_pct_finances_very_worried_weighted,smoothed_pct_finances_somewhat_worried_weighted,smoothed_pct_finances_notToo_worried_weighted,smoothed_pct_finances_not_worried_weighted
1382,Colombia,COL,female,18-34,2020-11-02,2397.0,5398203.07,3.12,2.78,3.62,15.64,6.47,16.43,23.99,18.71,18.63,7.53,12.93,7.36,13.89,37.51,7.41,19.2,22.25,27.67,27.61,61.9,28.22,50.65,12.76,30.02,55.05,79.22,9.51,1.08,0.92,1.67,7.55,1.31,5.34,15.13,22.53,55.69,2.38,9.56,18.88,24.48,44.69,38.05,40.8,12.22,7.97,18.98,27.83,26.07,26.7,37.37,31.9,19.04,11.69,3.31,2.93,4.59,15.89,6.56,15.69,21.5,16.76,18.17,8.57,12.87,7.65,14.18,36.69,8.29,17.17,20.85,5.26,26.79,61.32,24.42,48.39,13.05,29.71,52.47,75.52,10.21,1.43,1.11,2.31,9.4,1.24,5.02,13.55,21.7,57.54,2.47,8.46,17.04,25.1,46.86,39.66,39.11,11.71,8.73,23.97,31.65,23.09,21.02,41.82,33.49,14.96,9.59
1383,Colombia,COL,female,35-54,2020-11-02,1723.0,5957531.43,2.65,2.47,3.29,13.56,5.28,13.76,15.51,17.94,14.71,6.07,7.87,5.33,9.29,30.53,7.27,19.0,26.22,32.35,32.5,66.58,26.01,45.16,9.38,29.66,49.54,83.58,5.98,0.52,0.52,0.87,8.53,1.06,3.4,11.42,19.55,64.58,1.63,4.19,13.67,23.61,56.92,34.18,39.7,13.93,10.68,17.93,26.7,24.32,30.64,33.86,33.45,17.13,15.56,3.24,2.6,3.75,13.44,5.46,12.14,15.16,18.16,14.47,5.55,7.06,5.67,9.26,31.37,6.78,18.67,26.06,7.85,30.76,63.36,20.91,39.67,8.52,28.73,46.26,79.95,5.56,0.42,0.38,1.1,12.59,1.34,3.33,9.66,18.75,66.38,1.77,4.18,13.28,20.12,60.52,33.04,37.95,13.5,14.03,21.31,26.56,23.57,28.14,38.17,32.42,15.66,13.71
1384,Colombia,COL,female,55+,2020-11-02,468.0,2464126.11,1.07,0.85,1.29,8.81,3.02,11.15,13.72,14.39,7.55,2.8,3.43,3.02,6.88,17.36,3.86,16.53,21.14,25.34,15.32,61.85,23.03,38.4,5.33,23.12,41.41,82.26,3.21,0.21,0.43,0.43,13.25,1.53,3.7,11.54,17.42,65.81,0.0,3.43,9.65,22.11,64.81,25.43,43.8,13.46,16.03,7.69,17.52,20.09,54.49,15.04,26.89,21.93,36.13,1.64,0.56,1.92,7.71,3.48,10.24,13.37,16.56,7.44,2.27,2.49,2.21,6.63,16.95,3.37,14.86,18.12,3.26,12.17,62.19,20.91,35.12,5.25,23.14,39.62,79.76,2.73,0.75,0.58,0.22,15.62,2.23,3.87,9.41,17.61,65.42,0.0,2.91,10.32,20.29,65.31,26.36,39.46,14.28,18.85,8.34,16.65,18.75,55.92,12.71,23.95,23.3,38.46
1385,Colombia,COL,female,overall,2020-11-02,4589.0,13849679.63,2.73,2.47,3.26,14.16,5.67,14.89,19.79,17.98,16.02,6.5,10.06,6.16,11.47,32.83,7.0,18.87,23.61,29.3,28.2,63.65,26.89,47.37,10.77,29.2,51.6,81.17,7.54,0.78,0.72,1.24,8.5,1.23,4.46,13.37,20.89,60.04,1.86,6.94,15.98,23.9,51.32,35.32,40.68,12.99,9.81,17.45,26.35,24.8,31.01,33.8,31.97,18.61,15.62,2.97,2.31,3.77,13.29,5.5,13.2,17.41,17.18,14.65,6.15,8.6,5.76,10.83,30.77,6.78,17.3,22.37,5.88,25.6,62.23,22.25,42.28,9.72,28.02,47.4,78.04,6.88,0.93,0.75,1.4,11.92,1.45,4.12,11.22,19.75,62.6,1.73,5.7,14.28,22.19,55.79,34.62,38.6,12.88,12.78,19.96,26.72,22.3,30.66,34.74,31.29,16.77,16.83
1386,Colombia,COL,male,18-34,2020-11-02,1911.0,5345052.53,3.21,3.05,4.26,15.08,5.2,15.97,24.69,14.29,11.7,6.73,6.41,4.94,13.03,22.57,6.15,19.9,21.82,26.41,44.49,67.68,38.73,58.94,16.81,26.62,61.73,79.54,11.67,2.04,0.99,1.88,3.82,1.59,4.12,13.37,24.04,56.87,2.78,7.7,15.93,24.32,49.27,33.12,41.44,14.97,9.73,17.11,23.65,28.99,30.19,31.59,32.06,20.59,15.77,3.35,3.26,4.23,14.19,6.06,15.53,23.7,14.35,11.26,7.49,6.1,6.69,11.95,21.85,6.25,19.25,20.89,5.22,43.46,65.24,34.23,55.92,16.87,24.97,57.44,75.2,12.39,2.99,1.15,1.78,6.34,1.64,3.82,12.29,22.07,59.31,2.75,6.45,15.16,23.31,52.1,33.84,39.14,15.6,10.85,21.61,25.46,25.97,26.82,34.16,33.83,17.85,13.94
1387,Colombia,COL,male,35-54,2020-11-02,1571.0,4823580.32,1.93,1.73,2.83,11.21,2.63,8.2,13.15,10.18,8.29,4.43,2.57,4.17,5.65,15.67,3.79,19.12,26.96,28.9,47.68,69.27,37.97,50.66,11.11,22.26,53.44,84.66,7.64,1.08,0.51,0.83,5.09,0.38,1.86,7.74,18.5,71.51,0.51,2.04,9.18,19.06,69.22,33.29,41.69,13.3,11.33,14.32,23.62,26.1,35.71,26.86,31.13,21.96,20.05,2.24,2.08,3.45,10.56,2.61,7.3,11.94,11.3,7.2,3.89,2.52,4.65,5.35,15.79,4.08,18.12,27.19,7.35,48.02,66.85,33.68,47.0,10.81,20.76,51.57,82.48,8.46,1.11,0.55,0.96,6.29,0.49,1.53,7.37,17.54,72.2,0.47,2.24,8.8,18.77,69.48,32.94,40.5,13.17,13.03,18.02,29.24,21.76,30.77,33.06,31.36,18.58,17.0
1388,Colombia,COL,male,55+,2020-11-02,634.0,2858222.02,0.95,0.79,1.11,7.95,2.38,6.2,11.57,10.16,5.07,2.39,2.54,1.28,4.15,9.03,2.87,13.74,20.37,30.38,33.22,70.88,35.74,35.11,4.94,23.05,47.24,85.96,4.73,0.95,1.1,0.47,6.62,0.64,1.76,8.18,14.91,74.52,0.63,1.11,7.12,15.19,75.95,23.66,40.06,16.88,17.98,9.15,17.82,22.87,49.53,18.45,27.6,20.82,33.12,1.06,0.92,1.18,6.76,1.68,5.4,9.75,10.17,3.14,1.59,1.8,1.42,3.17,8.41,2.75,13.9,21.86,7.96,33.06,70.77,36.24,32.34,3.57,21.0,45.86,85.94,4.25,1.43,0.61,0.62,6.91,0.55,3.04,7.21,12.83,74.2,0.54,0.97,6.14,14.61,77.4,22.76,37.56,18.0,20.19,9.94,18.35,22.89,48.2,21.4,25.06,22.12,31.43
1389,Colombia,COL,male,overall,2020-11-02,4118.0,13026854.87,2.37,2.2,3.23,12.5,3.79,11.5,18.26,12.08,9.38,5.18,4.35,4.08,8.86,17.85,4.74,18.65,23.55,28.06,43.98,68.79,37.98,52.1,12.81,24.42,56.33,82.47,9.08,1.51,0.83,1.26,4.74,0.98,2.89,10.42,20.51,65.2,1.58,4.53,11.99,20.93,60.97,31.74,41.33,14.62,11.61,14.81,22.73,26.98,35.26,27.77,31.0,21.16,20.07,2.43,2.32,3.31,11.25,3.82,10.2,16.2,12.26,7.99,4.87,3.83,4.81,7.54,16.75,4.7,17.73,23.45,6.57,43.16,67.21,34.43,47.6,11.76,22.52,52.8,80.08,9.33,1.92,0.82,1.23,6.47,0.97,2.7,9.34,18.37,67.46,1.4,3.7,10.87,19.71,64.05,31.26,39.52,15.11,13.43,17.77,25.5,23.85,32.61,31.11,31.01,19.13,18.65
1390,Colombia,COL,other,overall,2020-11-02,71.0,408362.86,1.41,1.41,1.41,9.86,9.86,12.68,14.08,16.9,14.08,7.04,5.63,4.23,15.49,32.39,8.45,22.54,11.27,,30.99,64.79,35.21,47.89,14.08,26.76,50.7,73.24,12.68,1.41,2.82,0.0,9.86,1.41,5.63,28.17,16.9,47.89,7.04,7.04,18.31,29.58,38.03,40.85,39.44,5.63,14.08,23.94,22.54,28.17,25.35,39.44,33.8,14.08,12.68,1.87,1.87,1.87,13.97,6.41,10.87,9.86,18.89,10.45,3.62,3.99,4.24,14.8,32.01,7.61,18.09,11.9,7.67,35.96,62.4,43.69,45.99,12.88,30.03,50.78,77.93,11.04,0.97,2.95,0.0,7.11,0.63,3.39,27.36,26.49,42.11,6.0,4.47,16.34,40.16,33.02,41.66,36.13,6.31,15.91,29.01,18.14,26.46,26.39,40.05,33.88,13.57,12.5
1391,Colombia,COL,overall,18-34,2020-11-02,4396.0,10964695.07,3.14,2.89,3.87,15.42,5.93,16.24,24.2,16.66,15.6,7.19,10.06,6.27,13.4,31.06,6.87,19.72,22.11,26.78,35.08,64.54,33.03,54.42,14.48,28.49,58.06,79.32,10.56,1.52,0.93,1.75,5.87,1.42,4.8,14.52,23.04,56.22,2.6,8.73,17.61,24.59,46.48,35.92,41.15,13.33,8.74,18.27,25.91,27.39,28.18,34.9,31.88,19.67,13.55,3.31,3.06,4.39,15.12,6.29,15.68,22.38,15.64,14.9,8.0,9.61,7.18,12.93,29.76,7.27,18.57,21.03,5.35,34.54,63.05,29.29,51.96,14.81,27.48,54.6,75.18,11.51,2.19,1.12,2.0,7.92,1.41,4.44,13.33,21.71,58.2,2.61,7.49,16.23,24.53,48.98,37.06,39.13,13.42,9.71,23.12,28.49,24.45,23.72,38.44,33.38,16.38,11.61
1392,Colombia,COL,overall,35-54,2020-11-02,3350.0,11445973.38,2.29,2.11,3.05,12.41,4.07,11.07,14.35,14.26,11.63,5.35,5.25,4.79,7.58,23.47,5.55,18.95,26.61,30.63,39.88,67.92,31.71,47.78,10.31,26.17,51.52,84.12,6.75,0.78,0.51,0.87,6.9,0.72,2.65,9.74,19.04,67.85,1.17,3.2,11.57,21.5,62.57,33.73,40.75,13.46,11.04,16.21,25.25,25.19,33.01,30.64,32.34,19.38,17.65,2.73,2.33,3.55,12.33,4.36,10.03,13.5,15.17,11.15,5.02,4.78,5.41,7.42,24.36,5.43,18.49,26.52,7.61,39.52,65.19,26.95,43.38,9.66,25.22,48.89,81.26,6.97,0.74,0.44,1.07,9.45,0.91,2.43,8.65,18.49,68.84,1.24,3.23,11.43,19.61,64.3,32.88,39.51,13.1,13.57,19.63,27.92,22.73,29.41,35.7,32.07,16.96,15.25
1393,Colombia,COL,overall,55+,2020-11-02,1128.0,5504609.59,1.16,0.98,1.43,8.56,2.77,8.65,12.55,12.4,6.43,2.5,3.12,2.15,5.62,12.82,3.48,15.02,20.47,28.73,25.62,67.03,30.82,36.69,5.54,22.99,44.98,84.13,4.26,0.62,0.98,0.44,9.4,0.99,2.62,9.56,15.87,70.96,0.36,2.14,8.1,17.8,71.61,24.56,41.58,15.34,17.2,8.6,17.73,21.45,51.77,17.16,27.02,21.33,34.49,1.42,0.82,1.75,7.31,2.63,7.95,11.88,13.66,5.48,1.88,2.37,1.91,5.23,12.75,3.12,14.49,19.63,5.35,22.56,66.73,28.84,34.2,4.84,22.08,43.19,82.68,3.52,1.11,0.76,0.41,11.22,1.32,3.35,8.16,15.12,70.28,0.25,1.96,8.16,17.04,71.84,24.85,38.68,15.94,19.28,9.09,17.76,20.46,52.19,16.94,24.29,22.83,35.17
1394,Colombia,COL,overall,overall,2020-11-02,10815.0,35701198.38,2.8,2.56,3.54,13.39,4.94,13.35,18.79,15.38,13.15,6.04,7.52,5.42,10.34,25.65,6.1,18.92,24.08,28.37,35.86,65.98,32.0,48.9,11.99,27.26,52.94,74.04,7.53,1.05,0.76,1.17,6.35,1.09,3.68,12.07,20.23,62.92,1.7,5.78,14.05,22.26,56.21,29.75,36.1,11.81,9.8,14.47,21.86,22.58,29.13,31.34,31.68,19.3,17.68,3.01,2.63,3.89,12.53,5.02,12.02,16.63,15.11,11.78,5.91,6.57,5.73,9.13,23.61,5.84,17.57,22.81,6.25,31.87,60.14,26.06,40.88,10.23,23.9,45.42,70.49,7.21,1.2,0.83,1.17,8.83,1.03,2.88,9.2,16.29,58.09,1.33,4.08,11.12,18.04,53.57,28.62,33.97,11.51,12.05,16.28,22.76,19.76,27.83,28.82,27.36,15.03,15.51
1395,Costa Rica,CRI,female,18-34,2020-11-02,382.0,554503.87,2.9,3.17,3.95,18.22,7.4,28.24,28.23,18.9,18.97,7.36,12.42,5.27,15.3,41.2,9.74,21.73,12.93,32.9,25.3,58.98,30.65,51.45,11.13,30.54,48.69,79.32,10.99,1.57,1.31,0.52,6.28,3.71,7.45,18.1,21.81,48.93,5.25,10.23,19.14,25.47,39.91,47.38,37.17,10.47,3.66,23.04,25.65,26.7,24.61,36.13,34.29,17.8,11.78,3.0,3.81,4.33,19.82,9.55,26.46,28.46,19.58,20.76,7.99,12.91,5.44,15.68,44.04,9.97,23.01,13.92,6.31,19.88,58.11,25.32,47.64,11.63,29.46,46.23,76.82,10.99,2.19,1.49,1.26,7.26,4.99,5.82,17.58,21.46,49.14,5.4,10.71,20.74,21.35,41.55,49.01,36.39,10.73,3.07,24.18,30.34,25.78,19.7,39.25,36.06,16.2,8.49
1396,Costa Rica,CRI,female,35-54,2020-11-02,382.0,590188.7,3.17,2.38,3.95,12.7,7.72,22.66,13.78,23.05,13.29,8.23,9.83,6.08,10.34,27.94,8.17,18.85,14.92,35.31,32.17,65.03,23.03,40.7,7.89,24.4,44.5,84.55,6.28,1.57,0.52,0.0,7.07,2.1,5.27,14.53,18.2,59.9,2.09,5.5,14.66,24.08,53.66,49.74,34.55,8.9,6.28,21.2,25.13,21.2,32.46,37.17,29.32,19.37,14.14,4.53,3.81,6.15,13.6,7.43,21.41,12.96,20.69,12.55,8.58,10.87,8.96,11.44,28.86,7.89,22.58,14.42,5.33,31.33,60.82,18.62,38.94,6.93,24.98,43.34,81.19,7.5,1.66,0.98,0.0,8.67,3.01,6.02,13.08,17.43,59.23,2.79,6.08,14.86,23.91,52.36,49.87,32.26,8.78,8.33,25.84,25.0,21.14,28.02,41.14,29.7,17.37,11.79
1397,Costa Rica,CRI,female,55+,2020-11-02,149.0,337369.86,0.67,0.0,0.67,8.72,2.01,10.19,14.17,14.09,6.75,4.03,3.4,2.05,6.75,12.08,3.4,14.77,8.97,18.39,18.59,58.56,20.39,42.55,6.25,14.94,40.94,80.54,6.04,2.01,0.67,0.0,10.74,0.67,2.01,8.8,14.63,73.89,1.34,1.34,10.74,18.79,67.79,29.53,42.95,14.77,11.41,6.71,12.75,22.15,57.72,14.77,31.54,24.16,29.53,0.27,0.0,0.27,5.87,1.18,8.82,11.46,12.74,4.53,2.53,2.2,1.46,4.51,8.53,1.95,15.34,7.63,0.85,15.87,50.87,16.62,37.27,4.45,14.22,33.94,73.92,8.89,2.13,0.27,0.0,14.8,0.5,1.58,5.49,11.16,78.28,0.48,1.07,8.76,15.66,74.04,24.42,41.95,21.15,11.04,3.7,14.19,24.67,56.94,10.36,29.46,27.42,32.75
1398,Costa Rica,CRI,female,overall,2020-11-02,913.0,1482062.43,2.65,2.32,3.42,14.36,6.65,22.94,19.9,19.83,14.6,7.19,9.84,5.08,11.83,30.88,8.05,19.39,13.13,32.31,27.07,61.47,25.81,45.54,8.97,25.39,45.67,81.71,8.21,1.64,0.88,0.22,7.34,2.55,5.66,15.11,19.14,57.54,3.29,6.8,15.9,23.8,50.22,45.45,37.02,10.51,6.02,19.61,23.33,23.66,33.3,33.08,31.76,19.5,15.66,3.04,2.94,4.2,14.02,6.79,20.46,18.02,18.49,13.76,7.0,9.64,6.04,11.49,29.95,7.37,21.41,12.66,4.68,23.75,57.21,20.8,41.47,8.16,24.37,41.82,77.82,9.1,1.91,0.94,0.41,9.82,3.13,4.86,12.94,17.47,60.1,3.21,6.54,15.57,20.99,53.59,43.41,36.03,12.56,7.12,20.08,24.97,23.93,30.91,33.39,32.02,19.24,15.35
1399,Costa Rica,CRI,male,18-34,2020-11-02,250.0,491585.28,4.86,3.24,6.46,17.34,8.52,24.98,26.21,17.32,14.55,5.69,8.08,5.23,12.53,27.4,5.71,19.6,10.86,36.97,37.71,63.52,29.12,57.09,10.55,26.21,54.0,73.6,15.2,2.0,1.6,0.4,7.2,0.81,4.84,14.61,21.43,58.31,4.42,9.25,12.43,28.52,45.37,36.8,38.8,14.4,8.8,15.6,23.2,28.4,32.8,29.2,32.4,21.6,16.8,6.39,4.98,7.61,17.15,10.11,21.17,24.37,16.33,13.77,4.07,9.43,5.93,10.63,29.36,6.21,20.38,9.02,3.64,39.71,62.93,29.89,55.49,8.94,25.58,58.37,69.82,18.66,2.02,1.0,0.46,8.05,0.74,3.66,12.53,22.15,60.02,2.83,8.39,9.97,33.1,45.16,35.9,41.6,14.74,7.4,16.39,25.27,30.64,27.69,33.4,31.71,20.33,14.56
1400,Costa Rica,CRI,male,35-54,2020-11-02,299.0,578452.16,1.36,1.36,1.36,9.13,5.43,15.9,17.59,11.83,7.1,4.71,2.69,2.35,7.78,16.6,4.07,19.73,14.05,34.43,50.12,72.36,41.44,52.11,9.5,14.49,53.18,85.62,10.03,1.34,1.34,0.0,1.67,0.67,3.03,7.03,16.12,73.14,0.67,2.68,9.7,19.4,67.56,36.12,40.8,15.72,7.02,16.05,19.73,24.75,39.13,28.43,32.44,19.73,19.4,1.14,1.14,1.14,9.36,7.01,15.78,17.05,10.19,7.26,6.73,2.27,2.97,7.3,16.59,3.68,21.0,14.21,5.26,50.84,70.81,39.91,50.85,7.75,13.55,53.45,85.4,10.34,1.47,1.11,0.0,1.68,0.85,3.86,6.85,16.0,72.14,0.74,3.15,10.17,19.1,66.84,34.62,43.16,14.03,7.48,20.84,22.32,23.62,32.98,35.31,29.84,16.96,17.89
1401,Costa Rica,CRI,male,55+,2020-11-02,170.0,219246.81,0.59,0.59,0.59,10.76,4.26,12.58,11.18,12.56,5.97,3.7,0.0,1.24,6.03,14.39,1.18,16.47,11.42,49.35,31.33,68.82,40.27,49.7,8.29,14.15,50.59,77.65,10.0,2.94,2.35,0.59,5.88,0.0,2.35,2.94,14.71,80.0,0.0,1.76,4.71,14.12,79.41,24.12,47.06,16.47,12.35,7.65,10.0,21.18,61.18,14.12,25.88,24.12,35.88,0.17,0.17,0.17,10.48,5.52,10.71,8.92,10.92,6.29,3.47,0.0,1.76,4.15,11.43,0.75,16.29,9.08,3.28,29.74,63.64,40.49,48.39,9.06,14.1,46.13,69.12,9.04,3.32,5.76,0.62,11.79,0.0,3.43,3.58,11.86,81.14,0.0,3.14,4.85,13.37,78.64,27.22,44.4,15.68,12.7,13.38,10.71,16.44,59.47,19.83,21.97,20.01,38.19
1402,Costa Rica,CRI,male,overall,2020-11-02,719.0,1289284.25,2.4,1.84,2.97,12.39,6.2,18.27,19.1,13.88,9.45,4.79,3.94,3.1,9.02,19.83,3.95,18.92,12.3,35.2,41.37,68.45,36.88,53.25,9.6,18.48,52.85,79.55,11.82,1.95,1.67,0.28,4.59,0.56,3.49,8.68,17.62,69.65,1.81,4.74,9.47,21.3,62.68,33.52,41.59,15.44,8.9,13.91,18.64,25.17,42.14,25.31,30.88,21.42,22.39,2.86,2.33,3.29,12.43,7.81,16.4,17.84,12.76,9.37,4.99,4.43,3.86,7.78,19.92,3.92,19.45,10.93,4.26,41.56,65.96,36.59,52.02,8.56,18.29,53.31,75.43,13.24,2.32,2.34,0.3,6.3,0.61,3.73,8.2,17.18,69.8,1.34,4.99,8.88,22.52,62.05,33.09,43.03,14.83,8.72,17.52,20.34,24.66,37.39,30.6,28.65,19.02,21.73
1403,Costa Rica,CRI,overall,18-34,2020-11-02,645.0,1068419.96,3.92,3.45,5.17,18.16,8.15,26.77,27.36,18.54,17.23,6.88,10.64,5.32,14.26,35.83,8.14,20.78,12.18,35.19,30.13,60.49,29.92,54.31,10.68,29.0,51.01,76.9,12.56,1.86,1.4,0.47,6.82,2.51,6.29,16.53,21.38,53.29,4.82,9.95,16.17,26.13,42.92,42.64,38.14,12.09,5.74,20.16,24.34,27.13,28.37,33.33,33.49,19.22,13.95,4.96,4.73,6.23,18.87,10.42,23.88,26.56,18.23,17.55,6.54,11.4,5.92,13.31,37.55,8.34,21.85,11.78,5.31,29.02,60.43,27.4,52.09,10.17,28.09,52.23,73.23,14.59,2.11,1.22,0.8,8.05,2.87,4.78,14.8,21.37,55.24,4.06,10.14,15.23,26.31,43.82,42.16,39.18,12.81,5.15,20.33,27.76,27.98,23.93,36.08,34.34,17.94,11.64
1404,Costa Rica,CRI,overall,35-54,2020-11-02,695.0,1191585.16,2.33,1.89,2.76,11.18,6.56,19.43,15.27,18.16,10.35,6.54,6.68,4.36,9.16,23.07,6.25,18.85,14.53,35.22,40.19,68.09,31.47,45.69,8.74,20.36,48.63,84.6,8.2,1.44,1.01,0.14,4.6,1.59,4.2,11.46,17.11,65.64,1.58,4.32,12.66,21.87,59.57,43.74,36.98,11.8,6.91,19.28,22.73,22.59,35.25,33.67,30.65,19.14,16.55,2.92,2.53,3.8,11.73,7.18,18.53,14.85,16.06,9.88,7.66,6.95,6.1,9.6,23.44,5.87,21.53,14.51,5.29,40.32,65.36,28.8,44.48,7.44,19.78,48.3,83.01,8.94,1.57,1.12,0.08,5.28,2.12,4.97,10.2,16.55,65.34,1.95,4.78,12.59,21.35,59.33,42.34,37.24,11.33,8.34,23.64,23.7,22.35,30.2,38.41,29.73,16.94,14.92
1405,Costa Rica,CRI,overall,55+,2020-11-02,331.0,676757.76,1.22,0.91,1.22,10.14,3.99,11.93,12.77,13.37,6.77,4.32,2.14,2.17,6.74,13.42,2.73,16.31,9.96,35.6,25.13,63.91,30.91,45.94,7.38,14.56,45.92,78.55,8.16,2.42,1.51,0.6,8.46,0.6,2.13,5.47,14.42,77.38,1.21,1.51,7.25,15.71,74.32,25.98,45.62,16.01,11.78,7.25,11.18,21.15,60.12,14.5,27.49,24.77,33.23,0.56,0.44,0.56,7.65,3.47,9.55,9.55,11.3,5.27,3.07,1.31,1.78,4.3,9.52,1.57,16.22,7.89,1.98,22.35,56.59,28.18,41.3,6.56,14.63,40.29,71.88,8.48,2.72,3.09,0.4,13.27,0.47,2.26,4.08,11.33,80.47,0.59,1.88,6.57,13.3,77.66,25.14,42.77,19.6,11.85,8.77,12.36,20.16,58.47,15.09,24.75,23.86,36.3
1406,Costa Rica,CRI,overall,overall,2020-11-02,2006.0,3891803.55,2.67,2.32,3.38,13.75,6.5,20.65,18.77,17.11,12.3,6.05,7.61,4.38,10.78,25.88,6.19,19.93,13.29,32.05,33.51,64.53,31.49,49.48,9.47,23.39,48.62,73.08,9.47,1.55,1.2,0.35,5.83,1.78,4.58,12.0,18.03,63.61,2.78,5.66,12.57,22.02,56.97,35.09,35.04,11.12,7.13,15.3,18.99,21.14,33.65,29.69,31.43,19.82,19.06,2.94,2.92,4.02,12.88,7.11,18.25,17.13,15.42,11.71,5.85,7.98,5.3,10.02,25.16,5.99,20.88,12.11,4.33,30.29,58.59,27.41,44.45,8.13,21.73,43.87,69.13,10.42,1.72,1.44,0.38,7.59,1.79,3.74,9.3,14.87,58.88,2.16,4.94,10.22,18.64,53.25,32.68,35.28,12.1,7.56,16.46,19.55,21.08,31.04,27.71,27.13,16.52,16.86
1407,Croatia,HRV,female,18-34,2020-11-02,392.0,492745.65,2.3,2.04,2.56,17.63,5.87,33.42,21.17,15.85,11.25,5.11,9.18,4.09,8.69,26.79,2.56,32.91,19.43,30.44,15.94,62.16,42.7,57.72,14.82,19.43,51.79,25.77,46.68,11.99,9.44,1.02,5.1,1.28,6.43,14.4,29.08,48.81,1.53,5.36,12.27,26.33,54.5,26.02,41.84,21.68,10.2,5.1,8.93,27.55,58.42,21.68,27.55,24.49,26.28,1.29,1.15,1.39,14.85,4.33,34.22,21.29,15.87,10.0,3.37,9.61,3.68,7.25,27.69,2.08,29.89,21.44,4.62,16.97,67.72,42.9,63.05,16.64,16.08,52.61,26.24,47.98,10.3,8.05,1.12,6.3,1.12,4.49,12.12,29.02,52.66,1.58,4.31,9.88,24.59,59.54,25.06,41.5,22.82,10.46,5.36,7.82,25.66,61.15,21.78,24.12,22.94,31.16
