,country_agg,GID_0,gender,age_bucket,date,rolling_total_responses,weight_sums,smoothed_pct_cli,smoothed_pct_ili,smoothed_pct_fever,smoothed_pct_cough,smoothed_pct_difficulty_breathing,smoothed_pct_fatigue,smoothed_pct_stuffy_runny_nose,smoothed_pct_aches_muscle_pain,smoothed_pct_sore_throat,smoothed_pct_chest_pain,smoothed_pct_nausea,smoothed_pct_anosmia_ageusia,smoothed_pct_eye_pain,smoothed_pct_headache,smoothed_pct_chills,smoothed_pct_cmnty_sick,smoothed_pct_ever_tested,smoothed_pct_tested_recently,smoothed_pct_worked_outside_home,smoothed_pct_grocery_outside_home,smoothed_pct_ate_outside_home,smoothed_pct_spent_time_with_non_hh,smoothed_pct_attended_public_event,smoothed_pct_used_public_transit,smoothed_pct_direct_contact_with_non_hh,smoothed_pct_wear_mask_all_time,smoothed_pct_wear_mask_most_time,smoothed_pct_wear_mask_half_time,smoothed_pct_wear_mask_some_time,smoothed_pct_wear_mask_none_time,smoothed_pct_no_public,smoothed_pct_feel_nervous_all_time,smoothed_pct_feel_nervous_most_time,smoothed_pct_feel_nervous_some_time,smoothed_pct_feel_nervous_little_time,smoothed_pct_feel_nervous_none_time,smoothed_pct_feel_depressed_all_time,smoothed_pct_feel_depressed_most_time,smoothed_pct_feel_depressed_some_time,smoothed_pct_feel_depressed_little_time,smoothed_pct_feel_depressed_none_time,smoothed_pct_worried_ill_covid19_very,smoothed_pct_worried_ill_covid19_somewhat,smoothed_pct_worried_ill_covid19_notTooWorried,smoothed_pct_worried_ill_covid19_notWorried,smoothed_pct_enough_toEat_very_worried,smoothed_pct_enough_toEat_somewhat_worried,smoothed_pct_enough_toEat_notToo_worried,smoothed_pct_enough_toEat_not_worried,smoothed_pct_finances_very_worried,smoothed_pct_finances_somewhat_worried,smoothed_pct_finances_notToo_worried,smoothed_pct_finances_not_worried,smoothed_pct_cli_weighted,smoothed_pct_ili_weighted,smoothed_pct_fever_weighted,smoothed_pct_cough_weighted,smoothed_pct_difficulty_breathing_weighted,smoothed_pct_fatigue_weighted,smoothed_pct_stuffy_runny_nose_weighted,smoothed_pct_aches_muscle_pain_weighted,smoothed_pct_sore_throat_weighted,smoothed_pct_chest_pain_weighted,smoothed_pct_nausea_weighted,smoothed_pct_anosmia_ageusia_weighted,smoothed_pct_eye_pain_weighted,smoothed_pct_headache_weighted,smoothed_pct_chills_weighted,smoothed_pct_cmnty_sick_weighted,smoothed_pct_ever_tested_weighted,smoothed_pct_tested_recently_weighted,smoothed_pct_worked_outside_home_weighted,smoothed_pct_grocery_outside_home_weighted,smoothed_pct_ate_outside_home_weighted,smoothed_pct_spent_time_with_non_hh_weighted,smoothed_pct_attended_public_event_weighted,smoothed_pct_used_public_transit_weighted,smoothed_pct_direct_contact_with_non_hh_weighted,smoothed_pct_wear_mask_all_time_weighted,smoothed_pct_wear_mask_most_time_weighted,smoothed_pct_wear_mask_half_time_weighted,smoothed_pct_wear_mask_some_time_weighted,smoothed_pct_wear_mask_none_time_weighted,smoothed_pct_no_public_weighted,smoothed_pct_feel_nervous_all_time_weighted,smoothed_pct_feel_nervous_most_time_weighted,smoothed_pct_feel_nervous_some_time_weighted,smoothed_pct_feel_nervous_little_time_weighted,smoothed_pct_feel_nervous_none_time_weighted,smoothed_pct_feel_depressed_all_time_weighted,smoothed_pct_feel_depressed_most_time_weighted,smoothed_pct_feel_depressed_some_time_weighted,smoothed_pct_feel_depressed_little_time_weighted,smoothed_pct_feel_depressed_none_time_weighted,smoothed_pct_worried_ill_covid19_very_weighted,smoothed_pct_worried_ill_covid19_somewhat_weighted,smoothed_pct_worried_ill_covid19_notTooWorried_weighted,smoothed_pct_worried_ill_covid19_notWorried_weighted,smoothed_pct_enough_toEat_very_worried_weighted,smoothed_pct_enough_toEat_somewhat_worried_weighted,smoothed_pct_enough_toEat_notToo_worried_weighted,smoothed_pct_enough_toEat_not_worried_weighted,smoothed_pct_finances_very_worried_weighted,smoothed_pct_finances_somewhat_worried_weighted,smoothed_pct_finances_notToo_worried_weighted,smoothed_pct_finances_not_worried_weighted
4072,Sweden,SWE,male,35-54,2020-11-04,1461.0,24525.7,2.61,2.55,3.51,16.43,2.75,31.13,26.6,15.05,11.08,3.16,4.61,4.13,6.6,19.95,4.39,16.43,30.37,22.49,34.82,69.05,35.89,57.16,11.48,12.56,52.57,0.82,1.1,1.64,3.97,88.57,3.9,0.41,0.76,4.42,11.94,82.46,0.75,1.92,5.07,16.43,75.84,11.09,44.42,30.46,13.62,0.62,2.74,7.53,89.12,4.11,10.2,20.19,65.5,2.78,2.69,3.69,15.83,2.48,31.78,24.97,14.57,10.46,2.87,4.74,3.83,8.15,21.03,4.6,17.95,31.33,5.83,37.02,68.96,37.61,55.89,12.93,13.47,54.11,1.01,1.21,1.61,4.57,88.03,3.57,0.4,0.7,4.2,13.37,80.18,0.72,2.04,4.94,17.19,75.12,14.14,42.53,27.99,14.89,0.65,4.56,7.45,87.34,4.08,14.38,19.8,61.74
4073,Sweden,SWE,male,55+,2020-11-04,2025.0,14781.66,0.84,0.74,1.09,11.98,2.82,18.73,19.74,14.51,4.46,2.13,1.99,2.23,5.16,10.18,1.98,7.47,19.68,22.76,15.71,64.75,27.46,43.99,8.56,5.55,37.1,1.14,1.14,1.98,4.4,86.02,5.28,0.3,0.6,2.78,9.24,87.08,0.45,0.74,3.81,10.48,84.53,9.14,41.93,34.91,13.53,0.3,1.28,6.72,91.56,1.93,5.04,12.2,80.83,0.85,0.77,1.13,11.41,2.62,18.15,18.97,14.09,4.53,2.65,1.99,2.3,5.35,10.48,2.01,7.84,20.47,4.04,16.0,65.09,28.27,45.07,9.04,6.05,38.01,1.02,1.02,2.06,4.43,86.34,5.11,0.23,0.63,2.67,9.52,86.18,0.32,0.71,3.86,10.66,84.34,9.3,41.42,35.36,13.44,0.35,1.12,6.44,91.95,2.06,4.83,12.02,81.04
4074,Sweden,SWE,male,overall,2020-11-04,4105.0,44485.68,1.74,1.61,2.27,14.12,2.71,25.68,23.74,14.7,8.24,2.66,3.64,3.05,6.14,15.75,3.1,12.09,25.34,22.55,26.14,66.99,31.74,51.84,10.65,11.21,46.1,1.12,1.44,1.85,4.36,86.67,4.53,0.42,0.86,3.9,11.27,83.55,0.76,1.71,5.46,13.58,78.5,10.01,42.92,33.28,13.3,0.51,2.02,7.99,89.4,3.14,7.87,16.57,72.42,2.13,1.83,2.74,13.75,2.39,27.38,24.27,14.04,9.11,2.85,4.42,3.29,7.51,17.66,3.44,13.9,27.2,5.79,29.82,67.89,34.2,53.92,12.52,14.8,49.52,1.31,1.77,1.88,4.75,86.17,4.12,0.45,0.98,4.43,12.7,80.42,0.8,2.19,6.64,14.55,75.77,11.54,42.08,32.55,13.31,0.59,2.94,8.25,88.15,3.62,9.94,17.47,68.94
4075,Sweden,SWE,overall,18-34,2020-11-04,1851.0,12592.93,2.82,2.6,3.41,15.31,4.12,42.34,32.97,18.25,15.16,4.39,10.83,4.71,9.36,30.81,5.36,18.42,34.81,25.01,30.0,65.38,32.08,64.5,11.92,24.77,58.78,1.62,2.49,2.16,5.29,84.28,4.11,1.26,3.12,9.14,19.53,66.96,1.84,5.51,12.26,20.31,60.08,18.53,47.6,26.15,6.7,1.4,4.27,15.4,78.82,6.81,15.61,23.66,53.92,3.04,2.51,3.57,14.47,3.93,43.09,35.34,16.49,14.41,7.88,13.79,4.7,9.87,31.74,5.14,17.97,36.61,8.24,30.21,64.65,33.84,62.74,13.43,26.59,57.2,1.92,2.72,2.09,5.24,80.62,7.37,4.41,3.09,8.88,17.83,64.63,1.58,8.91,13.48,18.32,57.71,20.58,44.68,26.82,7.05,1.29,4.23,14.54,79.88,7.28,17.73,22.88,52.11
4076,Sweden,SWE,overall,35-54,2020-11-04,3690.0,32669.3,2.85,2.58,3.59,15.17,3.24,34.56,26.81,17.36,12.69,3.73,6.31,4.41,8.1,25.63,5.33,15.83,34.34,24.4,28.76,68.06,32.37,58.25,9.65,12.3,52.7,1.11,0.98,2.03,4.04,87.94,3.9,0.44,1.2,5.05,14.23,79.08,0.62,2.3,5.94,16.67,74.46,15.31,46.07,28.92,8.75,0.73,2.68,9.16,87.4,4.53,11.93,21.2,62.35,2.87,2.6,3.58,14.95,3.01,33.48,25.29,16.06,11.8,3.54,5.95,4.15,8.64,27.01,5.15,16.62,33.23,7.16,32.55,68.24,33.58,56.23,10.6,15.04,53.23,1.14,1.08,2.05,4.17,88.1,3.46,0.39,1.12,4.83,14.05,78.69,0.59,2.45,7.25,16.83,72.84,17.58,43.25,27.92,10.38,0.7,3.74,8.48,87.07,4.4,13.57,21.24,60.76
4077,Sweden,SWE,overall,55+,2020-11-04,5018.0,37728.66,1.18,1.1,1.44,11.95,2.14,20.54,18.71,16.22,5.76,2.02,2.98,2.5,5.6,13.16,2.16,7.59,20.64,20.9,12.11,62.97,23.12,47.47,7.21,6.14,38.52,1.12,1.47,2.47,4.24,82.96,7.69,0.26,0.64,3.58,11.24,84.28,0.44,1.16,4.57,13.63,80.2,14.07,45.82,29.65,9.61,0.3,1.45,7.93,90.16,1.83,5.13,13.42,79.62,1.09,1.0,1.35,11.36,2.09,19.54,18.21,15.5,5.56,2.19,2.71,2.37,5.6,12.57,2.07,7.63,20.46,3.89,12.33,63.16,24.04,47.35,7.49,6.5,38.33,1.0,1.35,2.53,4.46,83.31,7.32,0.21,0.61,3.34,11.07,83.81,0.36,1.1,4.45,13.16,80.76,13.43,45.02,30.55,10.13,0.34,1.44,7.56,90.51,1.91,5.21,12.75,80.08
4078,Sweden,SWE,overall,overall,2020-11-04,11478.0,82990.89,2.05,1.86,2.55,13.53,2.89,29.52,24.13,17.15,9.8,3.03,5.64,3.66,7.14,20.68,3.88,12.51,28.18,23.35,21.0,65.48,28.18,54.26,8.85,11.81,47.07,1.23,1.43,2.17,4.21,81.13,5.53,0.5,1.31,5.05,13.76,79.38,0.73,2.29,6.38,15.95,74.64,14.54,43.69,27.21,8.34,0.63,2.29,9.24,82.41,3.66,9.43,17.89,69.02,2.2,1.9,2.71,13.28,2.94,30.89,25.33,16.15,10.12,4.29,6.93,3.74,7.85,22.71,4.0,13.61,29.28,6.32,23.41,63.74,29.34,53.04,9.78,14.79,46.85,1.47,1.6,2.13,4.42,79.74,5.83,1.45,1.45,5.08,13.11,72.39,0.73,3.55,7.43,15.08,67.56,15.94,41.48,26.91,8.85,0.69,2.87,9.35,81.03,4.0,11.03,17.26,61.72
4079,Switzerland,CHE,female,35-54,2020-11-04,775.0,37304.94,0.65,0.65,1.03,12.02,4.14,32.9,20.96,16.13,11.63,4.01,6.2,2.84,6.34,26.45,4.52,23.23,31.53,32.76,37.77,65.51,39.87,51.42,5.82,23.61,45.03,55.1,34.97,6.32,1.29,0.26,2.06,0.39,4.19,16.69,19.95,58.78,1.16,4.78,19.25,20.8,54.01,28.65,44.52,19.74,6.19,3.61,5.03,14.58,76.77,12.52,24.0,29.81,33.68,0.68,0.68,1.15,12.33,4.23,33.78,21.66,16.36,11.98,3.99,6.53,3.17,6.69,26.18,4.18,22.95,31.81,10.3,38.46,65.84,40.5,51.66,5.91,23.28,44.58,54.83,35.07,6.41,1.27,0.33,2.09,0.43,3.65,16.3,19.53,58.77,1.02,4.55,19.15,20.69,54.43,28.84,44.04,20.05,6.13,3.32,5.11,14.86,76.72,12.39,24.63,29.5,33.49
4080,Switzerland,CHE,female,overall,2020-11-04,1807.0,37304.94,1.0,1.0,1.5,12.3,4.49,32.39,21.35,14.74,9.82,4.11,5.7,2.77,5.71,24.04,3.66,21.58,28.55,29.42,34.5,62.87,38.99,52.77,4.73,25.32,46.6,55.4,35.03,5.64,1.44,0.55,1.94,0.62,3.86,16.4,21.06,58.06,1.39,5.27,18.64,22.07,52.64,28.61,44.0,19.37,7.25,2.6,4.81,14.78,77.75,10.85,22.37,29.46,37.32,0.96,0.97,1.4,11.99,4.65,32.45,20.61,14.28,9.07,3.69,6.89,2.47,5.35,22.36,4.51,21.66,28.17,7.86,32.38,62.21,38.35,52.58,4.62,25.57,46.16,56.34,33.81,5.73,1.39,0.62,2.1,0.7,4.92,15.56,20.21,57.25,3.09,5.13,16.96,21.46,53.11,27.44,43.59,20.56,7.73,2.25,5.12,14.4,78.12,12.16,21.87,28.21,37.62
4081,Switzerland,CHE,male,35-54,2020-11-04,646.0,5207.47,2.33,2.18,2.49,13.33,3.26,24.97,22.64,12.09,9.77,4.5,3.41,3.25,5.58,15.66,4.03,21.83,27.01,,48.75,62.85,46.26,52.66,6.24,22.23,47.83,45.67,39.16,9.6,2.63,1.08,1.86,1.09,2.05,11.41,19.21,66.24,1.55,3.25,11.3,19.04,64.86,19.97,43.34,23.99,12.23,3.1,4.8,10.37,81.73,9.6,20.12,25.54,44.74,2.24,2.12,2.41,12.51,3.65,24.31,22.31,12.31,9.86,4.45,2.93,2.89,5.58,14.0,3.6,21.97,25.75,6.99,48.09,62.11,45.8,53.05,6.51,22.11,48.51,46.15,39.4,8.89,2.48,1.13,1.94,1.04,1.96,11.66,18.87,65.75,1.22,4.02,10.87,18.85,65.05,19.36,43.84,23.59,12.71,3.16,4.87,10.54,81.44,11.14,20.04,26.21,42.61
4082,Switzerland,CHE,male,55+,2020-11-04,546.0,38102.05,0.92,0.92,1.47,12.13,4.6,20.51,19.23,10.07,3.48,4.03,1.48,1.28,4.42,8.79,1.85,17.61,16.92,,29.06,64.65,50.92,51.92,4.61,17.65,39.89,39.93,42.67,10.99,2.75,0.92,2.75,0.0,0.56,6.85,17.93,74.66,0.0,1.29,7.53,16.15,75.03,18.5,41.21,30.04,9.52,1.83,4.03,12.82,81.14,5.49,12.64,26.56,55.31,0.69,0.69,1.22,11.38,4.12,19.98,17.78,9.59,3.19,4.57,1.57,1.15,4.41,7.77,1.44,17.58,16.08,4.51,27.08,63.6,49.87,50.84,4.02,18.52,39.23,39.3,43.13,10.97,2.93,1.0,2.67,0.0,0.37,6.81,15.44,76.38,0.0,0.91,6.97,16.49,75.42,18.3,41.67,29.69,9.68,2.07,3.8,12.1,81.87,5.09,13.17,26.52,55.23
4083,Switzerland,CHE,male,overall,2020-11-04,1458.0,43309.51,1.45,1.45,1.86,13.63,3.93,24.81,22.6,11.54,7.63,4.33,2.89,2.13,5.79,14.64,3.23,21.49,24.92,,42.21,63.72,47.66,53.7,6.36,21.8,47.53,43.0,40.33,10.29,2.74,1.3,2.33,0.9,1.94,10.57,19.41,67.18,0.96,3.29,11.53,18.4,65.82,19.55,42.39,26.2,11.18,2.4,4.66,12.55,80.32,8.23,17.22,25.72,48.83,1.43,1.44,1.83,13.86,4.21,25.69,23.18,11.8,8.17,4.65,3.32,2.06,6.9,14.69,3.66,22.51,24.41,7.88,41.73,62.75,46.41,53.05,6.95,22.7,48.38,43.8,39.05,10.29,2.77,1.83,2.27,1.17,2.37,11.61,18.43,65.79,1.22,4.1,12.37,18.48,63.75,19.46,42.06,25.52,12.31,2.42,5.11,13.69,78.73,9.07,17.62,26.4,46.9
4084,Switzerland,CHE,overall,35-54,2020-11-04,1453.0,42512.41,1.45,1.38,1.72,12.82,3.66,29.34,22.14,14.32,10.82,4.21,4.89,2.96,6.0,21.48,4.27,22.99,29.79,29.15,42.77,64.26,42.91,52.28,6.09,23.17,46.25,50.65,36.82,7.98,1.86,0.69,2.0,0.69,3.21,14.25,19.87,61.97,1.31,3.99,15.7,20.18,58.82,24.85,43.84,21.47,9.02,3.3,4.89,12.66,79.15,11.08,22.3,27.67,38.95,1.6,1.54,1.9,12.71,3.82,28.93,22.47,14.42,10.97,4.18,4.61,3.01,6.15,20.0,3.95,22.85,29.05,8.64,43.47,63.92,43.33,52.62,6.22,22.9,46.55,50.19,37.19,7.91,1.89,0.76,2.06,0.71,2.78,13.88,19.29,62.35,1.08,4.16,15.0,19.8,59.88,23.93,43.65,21.86,9.69,3.16,4.96,12.59,79.29,11.64,22.26,27.62,38.47
4085,Switzerland,CHE,overall,55+,2020-11-04,1121.0,38102.05,0.81,0.9,1.25,11.53,4.65,22.23,18.3,11.07,4.37,3.04,2.24,1.79,4.56,12.6,2.06,16.96,18.45,,26.93,64.08,45.98,50.79,4.3,20.08,40.12,48.26,37.82,8.47,1.87,0.89,2.68,0.18,1.63,9.85,17.02,71.32,0.27,2.6,10.93,18.35,67.86,24.17,41.12,24.35,9.1,1.43,3.93,13.11,81.27,6.17,16.53,27.7,49.6,0.61,0.72,1.06,10.63,4.63,21.17,17.33,10.85,4.11,3.01,2.18,1.5,4.39,11.35,1.69,16.0,17.17,4.84,23.88,62.61,45.03,48.76,3.97,19.22,39.12,48.42,37.57,8.19,2.05,0.85,2.92,0.25,1.5,10.02,15.82,70.66,0.45,2.67,9.56,18.31,68.61,24.31,42.61,22.93,9.05,1.47,4.23,12.29,81.75,6.26,16.77,27.16,49.58
4086,Switzerland,CHE,overall,overall,2020-11-04,3804.0,80614.45,1.21,1.16,1.71,12.97,3.98,28.99,22.23,13.27,8.88,4.09,4.53,2.79,5.94,20.14,3.72,21.71,27.03,29.54,38.52,63.28,43.01,53.38,5.6,24.23,46.66,46.61,34.65,7.31,1.92,0.84,2.1,0.74,3.17,13.87,20.33,61.88,1.2,4.42,15.56,20.54,58.28,22.61,39.27,20.32,8.33,2.47,4.68,12.72,71.53,10.1,19.89,27.62,42.38,1.81,1.77,2.25,13.71,4.06,29.36,22.74,12.93,9.15,3.92,5.67,3.43,6.12,19.63,4.75,22.57,26.4,8.32,35.94,59.91,40.56,50.49,5.64,23.57,44.22,46.08,33.5,7.39,1.9,1.13,2.18,0.84,3.42,12.5,17.58,55.93,1.88,4.28,13.65,18.34,52.94,21.47,38.36,20.47,9.18,2.32,4.96,12.78,70.18,9.96,17.59,24.71,38.0
4087,Taiwan,TWN,female,18-34,2020-11-04,1180.0,24367.19,0.59,0.59,0.85,9.07,1.7,24.85,18.31,15.35,5.68,2.38,2.71,0.42,5.17,11.8,2.8,1.95,2.64,,57.8,65.67,75.4,68.16,55.59,43.89,55.25,49.15,32.37,13.39,4.07,0.51,0.51,0.86,2.4,18.95,34.66,43.14,1.61,3.73,23.73,35.0,35.93,19.41,21.36,37.29,20.76,2.63,5.42,24.32,67.63,8.22,15.85,36.19,39.75,0.53,0.57,0.72,8.4,1.52,24.92,17.79,16.37,5.13,2.03,3.29,0.42,4.68,11.3,2.36,2.63,2.89,0.31,54.14,64.2,70.41,62.95,52.61,39.49,49.53,50.9,31.97,12.09,3.71,0.73,0.6,0.98,3.18,15.83,35.63,42.93,1.27,4.21,24.3,32.98,37.23,24.51,21.13,33.97,18.94,3.31,6.93,23.5,66.26,12.18,15.72,36.43,35.67
4088,Taiwan,TWN,female,55+,2020-11-04,298.0,140639.49,0.34,0.34,0.34,6.05,0.67,8.72,5.7,6.41,1.34,2.01,0.34,0.67,1.68,3.37,0.34,2.35,1.38,,44.51,70.12,67.7,63.92,53.03,44.95,51.68,64.09,24.5,7.05,3.36,0.0,1.01,0.34,1.01,11.74,34.56,52.35,0.34,1.01,13.76,32.21,52.68,15.77,19.13,34.56,29.19,1.34,2.68,18.46,77.18,3.69,7.38,25.84,63.09,0.17,0.17,0.17,4.56,0.37,5.78,4.38,3.82,0.65,0.93,0.17,0.26,1.03,2.41,0.05,1.8,2.17,0.33,37.98,68.12,60.92,57.69,46.3,37.88,50.01,64.62,25.23,6.49,2.71,0.0,0.94,0.18,0.42,10.92,35.17,53.32,0.18,0.42,13.2,30.68,55.52,18.77,14.86,32.84,30.97,0.83,3.4,17.14,77.61,2.44,7.63,22.38,67.55
4089,Taiwan,TWN,female,overall,2020-11-04,2648.0,165006.68,0.42,0.38,0.57,8.77,1.25,20.11,14.43,11.91,4.69,2.08,2.04,0.3,3.63,9.69,1.89,2.38,2.13,,56.22,69.6,73.91,66.74,53.15,40.25,51.27,54.98,29.46,11.29,3.13,0.42,0.72,0.61,1.79,16.71,34.52,46.37,1.06,2.72,20.24,35.16,40.82,17.82,19.75,38.86,22.58,2.11,4.27,24.43,69.11,7.25,13.56,35.31,43.88,0.38,0.35,0.46,7.01,0.89,15.76,10.74,10.37,3.61,1.69,1.7,0.25,3.11,7.87,1.16,2.61,2.17,0.32,50.49,68.39,68.92,62.48,49.66,36.14,48.57,58.23,28.0,9.92,2.63,0.39,0.83,0.54,1.45,13.63,36.26,47.44,1.01,2.21,18.2,33.41,45.17,20.25,17.36,37.08,23.97,2.06,4.31,22.36,71.01,7.22,11.61,32.68,48.48
4090,Taiwan,TWN,male,18-34,2020-11-04,1170.0,18599.18,0.51,0.43,0.6,11.11,1.54,23.08,18.56,11.45,5.56,1.71,2.39,0.51,5.56,7.18,1.62,3.93,4.37,,64.84,66.75,76.2,65.24,57.93,44.14,56.37,40.09,31.79,15.98,8.12,2.56,1.45,0.6,2.76,15.84,34.44,46.35,1.28,5.3,20.77,31.11,41.54,15.98,19.15,34.96,29.23,1.71,3.5,24.02,70.77,8.03,12.74,32.39,46.84,0.54,0.46,0.58,9.95,1.58,23.14,17.69,12.73,5.35,2.0,2.4,0.74,4.7,7.79,1.56,5.49,6.43,0.97,61.85,66.02,72.57,61.14,56.2,41.31,52.51,41.99,30.54,15.56,7.28,2.79,1.84,0.37,2.41,17.41,33.03,45.88,0.92,4.6,20.46,31.66,42.36,22.76,19.42,29.55,27.59,2.9,4.45,25.38,67.27,9.79,13.3,31.33,45.58
4091,Taiwan,TWN,male,overall,2020-11-04,3136.0,18599.18,0.38,0.38,0.48,10.24,1.12,18.03,14.08,9.67,4.28,1.82,1.76,0.42,3.77,5.62,0.96,3.0,3.27,,65.49,71.46,75.88,65.54,55.74,39.56,54.56,45.63,29.85,14.19,6.89,2.01,1.4,0.51,1.86,12.37,32.94,52.33,0.89,3.22,15.69,32.98,47.21,15.02,17.79,36.29,30.23,1.31,3.57,23.25,71.72,6.16,12.66,32.03,49.15,0.28,0.26,0.37,8.69,1.03,14.73,11.34,8.63,3.19,1.89,1.51,0.43,2.72,4.86,0.64,3.22,3.35,0.54,59.6,70.88,71.71,61.28,52.85,36.68,51.61,49.7,26.94,13.23,6.53,1.95,1.6,0.4,1.39,11.59,33.07,53.09,0.7,2.7,13.34,34.99,48.25,17.53,18.7,33.56,29.42,1.68,4.15,23.59,70.33,6.44,12.53,32.07,48.91
4092,Taiwan,TWN,overall,18-34,2020-11-04,2437.0,42966.37,0.62,0.57,0.78,10.46,1.97,24.06,18.88,13.55,5.71,2.26,2.67,0.53,5.58,9.69,2.3,3.16,3.58,,61.31,66.26,75.84,66.53,57.17,43.94,55.87,44.52,32.13,14.69,6.16,1.56,0.94,0.75,2.66,17.59,34.52,44.49,1.52,4.43,22.5,33.13,38.42,18.01,19.82,35.74,25.19,2.09,4.47,24.62,68.81,8.37,14.57,34.18,42.88,0.59,0.56,0.69,9.51,1.91,23.98,18.0,14.69,5.35,2.29,2.89,0.63,4.82,9.65,1.99,4.41,4.89,0.87,58.11,65.18,71.56,62.03,54.61,40.38,51.05,46.39,31.27,13.81,5.6,1.76,1.16,0.69,2.8,16.89,34.13,44.13,1.14,4.3,22.73,32.62,39.2,24.07,19.66,31.16,23.74,3.07,5.84,24.65,66.44,11.52,14.58,33.72,40.18
4093,Taiwan,TWN,overall,55+,2020-11-04,851.0,140639.49,0.24,0.35,0.35,6.12,0.71,6.93,5.99,5.06,1.18,1.53,0.24,0.24,1.29,2.83,0.24,2.47,1.68,,48.32,70.73,69.66,59.73,50.47,40.89,50.0,59.81,23.38,9.87,4.82,0.47,1.53,0.35,0.47,7.18,31.05,60.94,0.24,0.94,9.41,30.83,58.58,15.75,17.51,35.14,30.67,0.94,2.23,20.33,76.15,2.94,8.46,26.56,62.04,0.1,0.12,0.12,4.98,0.41,5.42,4.64,4.17,0.82,0.99,0.18,0.11,0.89,2.36,0.07,1.9,1.68,0.36,41.35,68.4,63.64,57.07,47.55,38.5,49.69,62.3,23.37,8.26,4.31,0.28,1.42,0.31,0.21,7.45,33.99,57.99,0.24,0.66,9.89,32.03,57.13,17.26,16.79,33.35,30.98,0.77,2.96,19.7,75.91,2.63,7.44,26.21,63.71
4094,Taiwan,TWN,overall,overall,2020-11-04,6826.0,427945.71,0.46,0.44,0.57,10.02,1.42,19.21,14.78,10.98,4.7,2.13,2.0,0.41,3.89,7.58,1.64,3.08,2.98,,60.46,69.95,74.34,64.79,54.59,39.49,52.58,46.38,27.12,11.92,4.69,1.22,1.11,0.55,1.87,14.35,33.89,49.35,1.01,2.98,17.69,34.14,44.19,15.15,16.77,33.53,24.29,1.58,3.55,22.11,63.29,7.05,13.4,33.05,46.5,0.35,0.34,0.45,7.95,1.24,15.18,11.4,9.47,3.6,1.98,1.6,0.33,3.05,6.35,1.07,3.18,3.3,0.81,51.87,66.34,66.39,57.86,49.2,34.82,46.8,49.49,25.0,10.86,3.99,1.22,1.3,0.41,1.27,11.57,31.37,45.74,0.78,2.17,14.34,31.29,42.3,17.09,16.14,31.39,24.32,1.71,3.77,21.34,63.01,6.54,11.07,28.55,43.85
4095,Thailand,THA,female,35-54,2020-11-04,667.0,274500.5,0.9,0.45,1.5,5.9,1.81,7.82,10.08,16.4,4.52,0.91,1.81,0.9,5.43,10.06,0.9,4.8,8.02,,58.28,72.36,48.02,48.36,34.21,15.24,24.29,60.12,31.33,6.0,0.45,0.0,2.1,0.15,1.81,16.32,27.04,54.68,0.3,1.95,13.67,23.42,60.65,3.3,15.89,42.73,36.88,1.8,10.64,29.09,58.17,18.04,33.38,27.52,21.05,1.02,0.23,1.79,4.46,1.4,8.81,9.67,17.49,4.98,0.6,1.47,0.95,6.05,8.7,0.8,5.49,7.61,1.54,56.75,67.69,42.63,44.76,33.68,13.62,23.08,58.59,30.75,6.88,0.79,0.0,2.99,0.21,1.49,16.69,26.06,54.68,0.29,1.55,13.7,25.66,58.74,3.83,14.76,42.49,37.58,2.12,11.48,28.62,57.55,18.78,33.2,27.38,20.25
4096,Thailand,THA,female,55+,2020-11-04,215.0,214542.74,0.47,0.47,0.93,3.26,0.48,2.81,4.68,7.03,1.4,0.47,0.0,0.0,1.86,4.65,1.86,3.26,9.84,,53.28,69.16,43.22,42.33,35.35,12.64,25.71,61.4,31.16,5.58,0.93,0.47,0.47,0.47,0.47,11.84,24.26,62.97,0.0,0.48,6.59,25.97,66.96,4.65,13.02,37.67,43.72,1.86,3.72,21.4,72.09,7.0,21.01,24.31,47.69,0.15,0.15,0.35,3.76,0.24,2.8,5.27,5.38,1.5,0.15,0.0,0.0,1.78,4.03,1.04,2.82,8.41,1.15,50.22,69.56,44.14,39.48,33.99,14.05,24.85,61.9,32.6,4.29,0.59,0.01,0.62,0.22,0.32,12.77,23.0,61.91,0.0,0.22,5.17,26.09,66.12,4.12,9.88,39.15,44.74,1.73,4.92,19.75,71.7,6.03,21.16,25.2,47.44
4097,Thailand,THA,female,overall,2020-11-04,1417.0,489043.24,1.56,1.42,2.41,8.16,2.91,11.89,12.82,17.31,6.52,2.06,2.91,1.2,8.58,12.68,2.2,5.01,9.39,25.24,56.53,71.84,48.23,45.5,35.67,17.0,24.17,56.88,32.32,7.2,0.99,0.21,2.26,0.85,2.13,16.12,25.5,55.39,0.71,2.69,12.68,24.31,59.61,6.21,16.37,39.8,36.56,3.46,10.16,29.36,56.67,20.1,32.55,25.05,22.3,1.07,0.75,1.95,6.69,1.95,10.1,10.38,15.5,5.63,1.39,2.18,0.79,7.38,10.21,1.71,4.8,9.19,1.97,53.8,69.18,43.69,42.82,35.12,15.2,22.92,56.88,32.0,6.99,1.22,0.08,2.76,0.47,1.58,15.33,25.05,56.65,0.45,1.8,11.2,25.75,60.07,5.63,14.23,40.0,38.74,3.02,9.75,27.97,58.63,18.26,31.26,24.77,25.46
